gene ID,gene_symbol,UniGene symbol,GenBank_id,Accession,gene_name,organism,p-value,sample,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_control,max_age_of_control,min_age_of_experiment,max_age_of_experiment,link,change_type,n_of_control,n_of_experiment,percent_of_change,FC,logFC,q-value,FDR
NM_004402,DFFB,,,,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)",human,"0,001178551901",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
AA203219,DGCR8,,,,DiGeorge syndrome critical region gene 8,human,"0,005397054199",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-34,21052632","1,52",,,
,DGKA,DGKA,,,"diacylglycerol kinase, alpha (80kD)",human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-20,1816365",0.798183635,,,5.385423359
,DHRS3,,,AF061741,short-chain dehydrogenase/reductase 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,64,1.64,,0.002142,
AF279891,DHX15,,,,DEAH (Asp-Glu-Ala-His) box polypeptide 15,human,"0,002602429412",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-34,64052288","1,53",,,
BF590131,DICER1,,,,"Dicer1, Dcr-1 homolog (Drosophila)",human,"0,01195998657",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,74,"1,74",,,
BC002841,DIMT1L,,,,putative dimethyladenosine transferase,human,"0,01001660553",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
,DIS3,DIS3,,,Mitotic control protein dis3 homolog,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"15,39701093",1.1539701093277206,,,8.585534989
,DKFZp434B1231,,,NM_178275.3,,human,"0,0067126",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-70,"0,3",,,
,DKFZP434D193,DKFZP434D193,,,DKFZP434D193 protein,human,"0,00031",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,34,1.349908961,0.432862113985277,4.057692995,
,DKFZp434G0522,,,NM_017566.2,,human,"0,0016041",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,DKFZP434K046,,,NM_020312.1,,human,"0,0093399",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,DKFZP434K046,,,XM_166276.4,,human,"0,0013383",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,DKFZp434K2435,,,NM_032256.1,,human,"0,0002237",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,DKFZp547D104,DKFZp547D104,,,hypothetical protein DKFZp547D104,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,-30,0.694430974,-0.5260967965294998,7.425651557,
,DKFZp547H074,,,XM_085234.2,,human,"0,0000538",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,110,"2,1",,,
,DKFZP564I0422,,,NM_031435.1,,human,"0,0185698",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,DKFZP566A1524,,,NM_030797.1,,human,"0,0001503",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,DKFZp586C1924,,,NM_032273.2,,human,"0,0476248",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
AU148057,DKK3,,,,dickkopf homolog 3 (Xenopus laevis),human,"0,001723041446",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,380,"4,81",,,
,DLAT,,,NM_001931.2,,human,"0,0005478",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,Dlc2,Dlc2,,,dynein light chain 2,human,"0,0019",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-16,51674332",0.8348325668144855,,,4.083053576
,DLD,,,NM_000108.2,,human,"0,0003797",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,DLEU1,DLEU1,,,"deleted in lymphocytic leukemia, 1",human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-22,4158647",0.775841353,,,9.271695889
,DLEU1,,,NM_005887.1,,human,"0,000000337",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
NM_004087,DLG1,,,,"discs, large homolog 1 (Drosophila)",human,"0,005970822743",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-40,82840237","1,69",,,
,DLNB14,,,NM_198489.1,,human,"0,0000457",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,DMD,DMD,,,dystrophin,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"30,9149983",1.309149983,,,2.835248776
,DMRT2,,,NM_181872.1,,human,"0,0066519",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-40,"0,6",,,
AF011793,DNAJA2,,,,"DnaJ (Hsp40) homolog, subfamily A, member 2",human,"0,01263515954",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
,DNAJC7,,,NM_003315.1,,human,"0,0008352",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,DNASE1L1,,,X90392,deoxyribonuclease I-like 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,64,1.64,,0.003812139,
,DNM1L,,,NM_012063.1,,human,"0,0185575",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
NM_014597,DNTTIP2,,,,acidic 82 kDa protein mRNA,human,"0,002736258698",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,61,"1,61",,,
NM_022355,DPEP2,,,,dipeptidase 2,human,"0,01210804352",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-51,2195122","2,05",,,
,DPF2,,,NM_006268.3,,human,"0,0003732",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
AI291720,DPH5,,,,CGI-30 protein,human,"0,003397252504",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-41,52046784","1,71",,,
NM_000110,DPYD,,,,dihydropyrimidine dehydrogenase,human,"0,01399442086",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-43,50282486","1,77",,,
,DPYSL3,,,D78014,dihydropyrimidinase-like 3,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,83,1.83,,0.002142,
NM_004948,DSC1,,,,desmocollin 1,human,"0,02804433627",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-65,39792388","2,89",,,
,DTNBP1,DTNBP1,,,Dystrobrevin binding protein 1,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-23,00617286",0.769938271400456,,,4.695695038
N36770,DUSP10,,,,dual specificity phosphatase 10,human,"0,01453413942",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,149,"2,49",,,
,DUSP13,DUSP13,,,protein phosphatase (LOC51207),human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-18,0329924",0.819670076,,,5.074085998
,DUSP19,,,NM_080876.2,,human,"0,0010624",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,50,"1,5",,,
NM_004418,DUSP2,,,,dual specificity phosphatase 2,human,"0,001117341827",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,133,"2,33",,,
NM_001394,DUSP4,,,,dual specificity phosphatase 4,human,"0,003517130374",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,488,"5,88",,,
U16996,DUSP5,,,,dual specificity phosphatase 5,human,"0,004643817196",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,686,"7,86",,,
BC003143,DUSP6,,,,dual specificity phosphatase 6,human,"0,0006350855811",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,459,"5,6",,,
,DUT,DUT,,,deoxyuridine triphosphatase,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"16,8936415",1.168936415,,,6.354174563
,DXS542,DXS542,,,X-linked retinopathy protein,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-20,1267004",0.798732996,,,8.585534989
,DYNC1H1,DNCH1,,,"dynein, cytoplasmic, heavy polypeptide 1",human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"20,1380567",1.201380567,,,5.915805962
,DYNC1I1,,,H05552,"dynein, cytoplasmic, intermediate polypeptide 1",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-59,18367347",-2.45,,0.002142,
,DYRK1A,DYRK1A,,,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,human,"0,00031",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"18,7992491",1.187992491,,,1.555448981
U52373,DYRK1A,,,,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,human,"0,001935007985",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-51,2195122","2,05",,,
Y09216,DYRK2,,,,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,human,"0,0004933230196",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-49,49494949","1,98",,,
AF263541,DYRK4,,,,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4,human,"0,0002240240047",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-33,33333333","1,50",,,
,DZIP3,,,NM_014648.2,,human,"0,00247",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,E2F4,,,S75174,"E2F transcription factor 4, p107/p130-binding",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-35,8974359",-1.56,,0.003812139,
,E2IG5,E2IG5,,,"hypothetical protein, estradiol-induced",human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,-22,0.7771123600403155,-0.36380488679034123,7.08522883,
NM_006824,EBNA1BP2,,,,EBNA1 binding protein 2,human,"0,008204653606",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,60,"1,6",,,
,ECHDC1,,,NM_018479.1,,human,"0,0001423",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,ECHDC2,FLJ10948,,,hypothetical protein FLJ10948,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"18,5830244",1.185830244,,,5.506014094
,ECM2,,,AB011792,"extracellular matrix protein 2, female organ and adipocyte specific",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,63,1.63,,0.005124108,
,ECPAS,KIAA0368,,,KIAA0368 protein,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,36,1.361401952,0.4450930834048646,8.585534989,
,ECSIT,LOC51295,,,ECSIT,human,"0,0148",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-25,0542011",0.749457989,,,9.271695889
NM_022336,EDAR,,,,"ectodysplasin 1, anhidrotic receptor",human,"0,003073692015",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-49,49494949","1,98",,,
NM_025191,EDEM3,,,,chromosome 1 open reading frame 22,human,"0,0008547469402",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-40,47619048","1,68",,,
,EEF2K,EEF2K,,,elongation factor-2 kinase,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-14,74507045",0.8525492955185179,,,7.08522883
,EFCAB7,KIAA1799,,,KIAA1799 protein,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,90,1.9051433289954602,0.9298995395834085,5.915805962,
,EFEMP1,,,U03877,EGF-containing fibulin-like extracellular matrix protein 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,163,2.63,,0.002142,
,EFEMP2,EFEMP2,,,EGF-containing fibulin-like extracellular matrix protein 2,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-23,9745229",0.760254771,,,4.695695038
,EFS,,,AB001466,embryonal Fyn-associated substrate,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,158,2.58,,0.005124108,
,EFTUD2,U5-116KD,,,"U5-116KD U5 snRNP-specific protein, 116 kD",human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"18,62713298",1.1862713297503136,,,2.835248776
,EGLN1,EGLN1,,,egl nine homolog 1 (C. elegans),human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"27,51976171",1.275197617064622,,,7.425651557
BC005369,EGLN1,,,,egl nine homolog 1 (C. elegans),human,"0,0002701978278",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-66,77740864","3,01",,,
NM_000399,EGR2,,,,"early growth response 2 (Krox-20 homolog, Drosophila)",human,"0,0015547357",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,2048,"21,48",,,
NM_004430,EGR3,,,,early growth response 3,human,"0,02518187842",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,586,"6,86",,,
,EHD3,EHD3,,,EH-domain containing 3,human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-46,5515716",0.534484284,,,4.083053576
,EHMT1,Eu-HMTase1,,,Euchromatic histone methyltransferase 1,human,"0,00031",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"25,98623105",1.2598623104763151,,,1.555448981
AI613483,EIF2C2,,,,"eukaryotic translation initiation factor 2C, 2",human,"0,004019313243",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-46,80851064","1,88",,,
,EIF2C4,,,NM_017629.2,,human,"0,0273712",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-10,"0,9",,,
AV717062,EIF3M,,,,dendritic cell protein,human,"0,007841164249",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,75,"1,75",,,
U79273,EIF4A1,,,,"eukaryotic translation initiation factor 4A, isoform 1",human,"0,01033005905",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,55,"1,55",,,
